Number,Peptide,Protein,Pmax,Kd,Rsquared,P value,MaxP,Points,Outlier 1,Outlier 2,Outlier 3,Run,Norm
Pep256,ErbB4-pY1150,ABL1,98898.55402,37662.35376,0.682217017,0.014518754,15.7,12,0,0,0,2,Baseline
Pep256,ErbB4-pY1150,ABL1,120.43,8.753953578,0.965030818,3.88E-07,65.69,12,0,0,0,3,Baseline
Pep122,ErbB4-pY1150-18mer,ABL1,624.25,119.4344987,0.944235595,1.23E-05,25.32,12,-9.36,0,0,1,Baseline
Pep122,ErbB4-pY1150-18mer,ABL1,99985.07438,15483.76561,0.926559212,1.49E-05,35.83,12,0,0,0,2,Baseline
Pep122,ErbB4-pY1150-18mer,ABL1,122.37,5.138959697,0.98523038,5.40E-09,82.28,12,0,0,0,3,Baseline
Pep477,ErbB4-pY1162,ABL1,97427.35,95794.55278,0.492224803,0.124040948,7.78,11,0,0,0,1,Baseline
Pep477,ErbB4-pY1162,ABL1,1.70E-09,105.3311182,0.278498987,0.468049265,2.84,12,-37.92,-30.17,-29.7,2,Baseline
Pep477,ErbB4-pY1162,ABL1,11.6,3.564301408,0.717483263,0.008614969,12.08,12,0,0,0,3,Baseline
Pep486,ErbB4-pY1188,ABL1,97717.2,60254.23087,0.690023323,0.013011362,9.37,12,0,0,0,1,Baseline
Pep486,ErbB4-pY1188,ABL1,4.87E-10,104.3537061,-0.35839766,0.279118889,0.53,12,-14.12,0,0,2,Baseline
Pep486,ErbB4-pY1188,ABL1,98584.7,44433.47177,0.868360563,0.000248563,22.44,12,0,0,0,3,Baseline
Pep538,ErbB4-pY1202,ABL1,5.3,-0.000624251,0.18696701,0.581994675,10.09,12,15.72,0,0,1,Baseline
Pep538,ErbB4-pY1202,ABL1,2.77E-09,185.1563371,-0.083331003,0.796814495,10.18,12,0,0,0,2,Baseline
Pep538,ErbB4-pY1202,ABL1,99999.88,27166.54936,0.89873891,7.06E-05,43.13,12,0,0,0,3,Baseline
Pep125,ErbB4-pY1202-18mer,ABL1,6.68,0.248494841,0.558136546,0.059307467,11.13,12,0,0,0,1,Baseline
Pep125,ErbB4-pY1202-18mer,ABL1,99218.4,24120.26124,0.946874846,9.95E-06,40.16,12,-15.43,0,0,3,Baseline
Pep546,ErbB4-pY1208,ABL1,95740.93,63779.36576,0.449403028,0.142731453,9.8,12,0,0,0,1,Baseline
Pep546,ErbB4-pY1208,ABL1,91959.92795,167105.8194,0.107672022,0.739079269,9.59,12,0,0,0,2,Baseline
Pep546,ErbB4-pY1208,ABL1,0,144.6821937,-0.156470997,0.645919017,9.69,12,-24.11,0,0,3,Baseline
Pep144,ErbB4-pY1208-18mer,ABL1,11076.99,1785.254886,0.959027377,1.17E-05,31.01,12,10.015,3.725,0,1,Baseline
Pep144,ErbB4-pY1208-18mer,ABL1,96588.65697,111794.1239,0.308364444,0.329479115,9.515,12,0,0,0,2,Baseline
Pep144,ErbB4-pY1208-18mer,ABL1,99896.11,25425.82912,0.959662523,7.86E-07,39.46,12,0,0,0,3,Baseline
Peptide144-2,ErbB4-pY1208-18mer,ABL1,153.21,29.63989754,0.97786508,4.03E-08,38.39,12,0,0,0,6,Baseline
Pep539,ErbB4-pY1221,ABL1,49897.36,185713.7812,0.104200967,0.760446548,4.64,12,8.8,0,0,1,Baseline
Pep539,ErbB4-pY1221,ABL1,1991.681236,25700.9889,0.595498202,0.041053132,3.55,12,0,0,0,2,Baseline
Pep539,ErbB4-pY1221,ABL1,89883.45,157813.6919,0.701630479,0.010988293,5.66,12,0,0,0,3,Baseline
Pep126,ErbB4-pY1221-18mer,ABL1,18.91,2.922434773,0.695382074,0.012045849,14.8,12,0,0,0,1,Baseline
Pep126,ErbB4-pY1221-18mer,ABL1,95445.71425,89083.85443,0.019357673,0.95238577,9.375,12,0,0,0,2,Baseline
Pep126,ErbB4-pY1221-18mer,ABL1,2.11,4.312963156,-0.083267909,0.796965501,7.97,12,0,0,0,3,Baseline
Pep547,ErbB4-pY1242,ABL1,99122.21,62685.83028,0.679467122,0.015079228,8.33,12,0,0,0,1,Baseline
Pep547,ErbB4-pY1242,ABL1,2.91E-06,134.7073291,-0.29218259,0.356766635,7.02,12,0,0,0,2,Baseline
Pep547,ErbB4-pY1242,ABL1,99849.14,30190.74878,0.919447669,2.33E-05,38.32,12,0,0,0,3,Baseline
Pep127,ErbB4-pY1242-18mer,ABL1,98163.6,24183.2029,0.762621729,0.006344263,21.96,12,9.615,0,0,1,Baseline
Pep127,ErbB4-pY1242-18mer,ABL1,2.772276055,0.006281317,0.250939172,0.431452442,5.985,12,0,0,0,2,Baseline
Pep127,ErbB4-pY1242-18mer,ABL1,8.6,4.3024133,0.584968206,0.045725892,6.81,12,0,0,0,3,Baseline
Pep487,ErbB4-pY1258,ABL1,99544.94,119098.7409,0.47048818,0.201197381,11.73,12,24.06,25.46,-16.41,3,Baseline
Pep339,ErbB4-pY1262,ABL1,5426.92,25624.9336,0.193697398,0.54637763,3.97,12,0,0,0,1,Baseline
Pep339,ErbB4-pY1262,ABL1,3195.625661,20527.3896,0.207968421,0.516591545,4.46,12,0,0,0,2,Baseline
Pep339,ErbB4-pY1262,ABL1,0,204.5953339,0.421118,0.197100016,0.32,12,-16.21,0,0,3,Baseline
Pep129,ErbB4-pY1266-18mer,ABL1,3.94,-0.000448044,0.099615892,0.770738491,9.65,12,-11.31,0,0,1,Baseline
Pep129,ErbB4-pY1266-18mer,ABL1,97788.91647,149799.2303,0.012133389,0.970146349,8.81,12,0,0,0,2,Baseline
Pep129,ErbB4-pY1266-18mer,ABL1,0,184.5728656,0.066447367,0.837436025,2.1,12,0,0,0,3,Baseline
Pep548,ErbB4-pY1268,ABL1,2.72,0,,,5.85,11,0,0,0,1,Baseline
Pep548,ErbB4-pY1268,ABL1,4.44E-07,604.2358812,-0.17796744,0.580009227,6.105,12,0,0,0,2,Baseline
Pep548,ErbB4-pY1268,ABL1,0,244.8961767,0.333311994,0.289724398,3.52,12,0,0,0,3,Baseline
Pep130,ErbB4-pY1268-18mer,ABL1,42.53394411,8.62746069,0.632846506,0.027198429,14.845,12,0,0,0,2,Baseline
Pep130,ErbB4-pY1268-18mer,ABL1,90290.64,289752.5698,0.330647632,0.293834403,11.46,12,0,0,0,3,Baseline
Pep497,ErbB4-pY1284,ABL1,97532.57,151114.2212,0.220050027,0.569414834,5.25,12,-12.875,-11.625,-11.355,1,Baseline
Pep497,ErbB4-pY1284,ABL1,1.12E-07,134.7055573,-0.356734374,0.281518009,9.02,12,-14.32,0,0,2,Baseline
Pep497,ErbB4-pY1284,ABL1,96471.32,103801.7848,0.581951106,0.047131133,10.77,12,0,0,0,3,Baseline
Peptide709,ErbB4-pY1301,ABL1,0,204.145899,-0.412611965,0.182535336,5.94,12,0,0,0,5,Baseline
Pep146,ErbB4-pY1301-18mer,ABL1,99758.24,26579.76823,0.841379082,0.000602068,23.56,12,0,0,0,1,Baseline
Pep146,ErbB4-pY1301-18mer,ABL1,7.75E-10,103.7048713,-0.246421955,0.492509646,4.04,12,-15.29,-13.22,0,2,Baseline
Pep146,ErbB4-pY1301-18mer,ABL1,0,103.9063446,-0.364166634,0.270886619,11.33,12,-19.94,0,0,3,Baseline
Pep617,ErbB4-pY664,ABL1,91465.91,233710.6206,0.578180328,0.048929854,5.89,12,0,0,0,3,Baseline
Pep544,ErbB4-pY733,ABL1,6461.97,25675.16433,-0.137243218,0.670592779,6.16,12,0,0,0,1,Baseline
Pep544,ErbB4-pY733,ABL1,1.06E-06,146.1417851,0.395682099,0.202951276,1.015,12,0,0,0,2,Baseline
Pep544,ErbB4-pY733,ABL1,0,185.3887535,0.649191714,0.030662277,4.06,12,-17.02,0,0,3,Baseline
Pep137,ErbB4-pY733-18mer,ABL1,6.26,0.002835953,0.375750451,0.228703835,10.09,12,0,0,0,1,Baseline
Pep137,ErbB4-pY733-18mer,ABL1,4.40E-09,186.9362561,0.248465476,0.461298062,2.17,12,-13.49,0,0,2,Baseline
Pep137,ErbB4-pY733-18mer,ABL1,73630.21,377735.1763,0.382487392,0.219791245,6.56,12,0,0,0,3,Baseline
Pep197,ErbB4-pY807,ABL1,7.94,1.01741177,0.624308519,0.030011713,8.08,12,0,0,0,1,Baseline
Pep197,ErbB4-pY807,ABL1,1.35E-08,134.524457,-0.664747784,0.018354123,8.37,12,0,0,0,2,Baseline
Pep197,ErbB4-pY807,ABL1,99392.57,97076.87903,0.72550114,0.011503747,17.56,12,14.14,0,0,3,Baseline
Pep182,ErbB4-pY833,ABL1,5.04,0.261813435,0.516412865,0.085627703,5.22,12,0,0,0,1,Baseline
Pep182,ErbB4-pY833,ABL1,3.14E-09,104.0791137,-0.201337776,0.530342278,4.375,12,0,0,0,2,Baseline
Pep182,ErbB4-pY833,ABL1,0,184.770985,0.192467211,0.54897821,2.96,12,0,0,0,3,Baseline
Pep139,ErbB4-pY833-18mer,ABL1,0,537.8624834,0.286173224,0.367195133,4.65,12,0,0,0,3,Baseline
Pep396,ErbB4-pY865,ABL1,99999.97,118361.102,0.766185441,0.005959998,7.64,12,-11.445,0,0,1,Baseline
Pep396,ErbB4-pY865,ABL1,1.34E-07,134.9724501,-0.382534531,0.219729631,5.075,12,0,0,0,2,Baseline
Pep396,ErbB4-pY865,ABL1,0,1044.223819,0.084213449,0.794703173,2.97,12,0,0,0,3,Baseline
Pep511,ErbB4-pY875,ABL1,3.3,0,,,8.31,12,0,0,0,1,Baseline
Pep511,ErbB4-pY875,ABL1,8.54,0.036207624,0.662842354,0.018813228,12.91,12,0,0,0,3,Baseline
Pep95,ErbB4-pY875-18mer,ABL1,1.96,0,0,1,8.92,12,0,0,0,1,Baseline
Pep95,ErbB4-pY875-18mer,ABL1,70015.31537,241728.6436,0.047895805,0.882491195,9.01,12,0,0,0,2,Baseline
Pep95,ErbB4-pY875-18mer,ABL1,0.18,41966.0967,0.015208374,0.962584682,5.63,12,0,0,0,3,Baseline
Pep379,ErbB4-pY906,ABL1,99792.3,41207.72896,0.697165285,0.011736663,17.49,12,0,0,0,1,Baseline
Pep379,ErbB4-pY906,ABL1,2.18E-06,145.8477241,0.050022432,0.877307707,6.355,12,0,0,0,2,Baseline
Pep613,ErbB4-pY906,ABL1,49.72,3.457895942,0.914612246,3.09E-05,36.35,12,0,0,0,3,Baseline
Peptide613-2,ErbB4-pY906,ABL1,0,144.5110553,0.074341215,0.828029448,-0.59,12,-27.07,0,0,6,Baseline
Pep98,ErbB4-pY984-18mer,ABL1,86848.61,169697.5232,0.55367218,0.077215529,3.91,12,-10.405,0,0,1,Baseline
Pep98,ErbB4-pY984-18mer,ABL1,99999.92106,77758.86437,0.397787079,0.22567743,6.905,12,-12.425,0,0,2,Baseline
Pep98,ErbB4-pY984-18mer,ABL1,6.57,0.12181994,0.567696696,0.054183572,16.43,12,0,0,0,3,Baseline
Pep295,ErbB4-Y1056,ABL1,16.93,3.984099521,0.749239948,0.005033444,10.87,12,0,0,0,1,Baseline
Pep295,ErbB4-Y1056,ABL1,3.82E-08,135.2556733,-0.430071086,0.162873601,7.015,12,0,0,0,2,Baseline
Pep295,ErbB4-Y1056,ABL1,0,296.1645123,-0.271680387,0.392990273,8.17,12,0,0,0,3,Baseline
Pep468,ErbB1-pY1016,ABL2,99980.59,23659.72692,0.86639312,0.000266779,25.25,12,0,0,0,1,Baseline
Pep468,ErbB1-pY1016,ABL2,99989.22395,33832.70826,0.859726002,0.00033636,18.75,12,0,0,0,2,Baseline
Pep468,ErbB1-pY1016,ABL2,99813.79,70058.952,0.589941143,0.056078337,17.43,12,-21.225,0,0,3,Baseline
Pep469,ErbB1-pY1069,ABL2,5.75,0.040674468,0.69599445,0.017371547,7.96,12,-13.95,0,0,1,Baseline
Pep469,ErbB1-pY1069,ABL2,99999.98637,101107.772,0.645949009,0.023258955,5.245,12,0,0,0,2,Baseline
Pep469,ErbB1-pY1069,ABL2,99999.83,109556.8524,0.266544328,0.456622749,13.13,12,20.29,-16.11,0,3,Baseline
Pep408,ErbB1-pY1092,ABL2,35.17,8.75125392,0.843860433,0.001091931,13.61,12,-12.02,0,0,1,Baseline
Pep408,ErbB1-pY1092,ABL2,97598.84302,37236.6746,0.932154853,1.01E-05,16.745,12,0,0,0,2,Baseline
Pep408,ErbB1-pY1092,ABL2,97030.55,44433.16944,0.863798328,0.000292375,21.92,12,0,0,0,3,Baseline
Pep408,ErbB1-pY1092,ABL2,99998.48,61022.91918,0.932227345,1.00E-05,15.4,11,0,0,0,4,Baseline
Pep408,ErbB1-pY1092,ABL2,99051.92,72728.15702,0.845929719,0.000524733,17.25,11,0,0,0,4,Baseline
Pep471,ErbB1-pY1110,ABL2,58.48,7.874990707,0.924327302,1.72E-05,21.96,12,0,0,0,1,Baseline
Pep471,ErbB1-pY1110,ABL2,99375.89824,32798.70769,0.70048293,0.016364713,16.575,12,-21.215,0,0,2,Baseline
Pep471,ErbB1-pY1110,ABL2,99967.75,35485.57811,0.849515887,0.000469409,33.35,12,0,0,0,3,Baseline
Pep471,ErbB1-pY1110,ABL2,99999.59,25788.47468,0.968382984,2.36E-07,36.77,11,0,0,0,4,Baseline
Pep471,ErbB1-pY1110,ABL2,99895.31,40356.53073,0.893178879,9.13E-05,29.29,11,0,0,0,4,Baseline
Pep615,ErbB1-pY1125,ABL2,99265.99,26668.91102,0.95460636,1.41E-06,38.11,12,0,0,0,3,Baseline
Pep473,ErbB1-pY1138,ABL2,99998.42,17049.45353,0.952795805,5.90E-06,29.77,12,-13.645,0,0,1,Baseline
Pep473,ErbB1-pY1138,ABL2,99978.26212,22748.83308,0.877069056,0.00017924,25.425,12,0,0,0,2,Baseline
Pep473,ErbB1-pY1138,ABL2,99998.61,49934.62536,0.795761404,0.003395913,24.65,12,16.57,0,0,3,Baseline
Pep473,ErbB1-pY1138,ABL2,99998.32,49185.21155,0.955247711,4.66E-06,21.4,11,-26.58,0,0,4,Baseline
Pep473,ErbB1-pY1138,ABL2,99999.09,69184.75577,0.841219667,0.001172811,13.89,11,-29.3,0,0,4,Baseline
Pep473,ErbB1-pY1138,ABL2,99777.81,80188.68869,0.835928873,0.001348305,14.43,11,-21.86,0,0,4,Baseline
Pep508,ErbB1-pY1172,ABL2,4.71,0.585342372,0.603034976,0.037924013,6.54,12,0,0,0,1,Baseline
Pep508,ErbB1-pY1172,ABL2,98958.97559,129110.253,0.521183511,0.082278106,10.94,12,0,0,0,2,Baseline
Pep508,ErbB1-pY1172,ABL2,0,204.1865471,-0.111138892,0.730948758,3.05,12,0,0,0,3,Baseline
Pep478,ErbB1-pY1197,ABL2,3290.95,6420.241227,0.418458697,0.17579423,4.54,12,0,0,0,1,Baseline
Pep478,ErbB1-pY1197,ABL2,94513.96307,151088.2659,0.416918485,0.177554689,8.285,12,0,0,0,2,Baseline
Pep478,ErbB1-pY1197,ABL2,0,184.9244861,0.359232927,0.30797623,0.95,12,-21.92,-15.39,0,3,Baseline
Pep401,ErbB1-pY727,ABL2,39.69,5.349245493,0.877603681,0.000384125,19.4,12,-15.635,0,0,1,Baseline
Pep509,ErbB1-pY727,ABL2,0,374.2202382,-0.079178117,0.816998727,4.05,12,-11.53,0,0,1,Baseline
Pep401,ErbB1-pY727,ABL2,527.6417873,10225.45763,0.405752095,0.190646839,5.385,12,0,0,0,2,Baseline
Pep509,ErbB1-pY727,ABL2,99720.46744,95801.42996,0.47700926,0.137922428,6.71,12,-16.11,0,0,2,Baseline
Pep509,ErbB1-pY727,ABL2,96281.24,87776.09214,0.725234037,0.00760522,16.32,12,0,0,0,3,Baseline
Pep509,ErbB1-pY727,ABL2,0,154.5313185,0.130562313,0.685886031,2.48,11,0,0,0,4,Baseline
Pep509,ErbB1-pY727,ABL2,0,206.3406137,0.11372877,0.724891465,1.6,11,0,0,0,4,Baseline
Pep509,ErbB1-pY727,ABL2,0,204.1074653,-0.128216092,0.691282872,4.18,11,0,0,0,4,Baseline
Pep390,ErbB1-pY764,ABL2,25.06,2.774098301,0.792165397,0.00365297,15.68,12,-13.65,0,0,1,Baseline
Pep390,ErbB1-pY764,ABL2,91709.66169,55771.44308,0.542617988,0.06832681,8.78,12,0,0,0,2,Baseline
Pep390,ErbB1-pY764,ABL2,97352.32,105103.245,0.756520981,0.004402411,9.01,12,0,0,0,3,Baseline
Pep391,ErbB1-pY801,ABL2,6.34,0.070691226,0.653475499,0.029217776,11.24,12,-17.13,0,0,1,Baseline
Pep391,ErbB1-pY801,ABL2,93332.42,159093.4172,0.735123443,0.006448797,4,12,0,0,0,2,Baseline
Pep391,ErbB1-pY801,ABL2,95337.67,63765.89308,0.598704611,0.05163844,15.12,12,-11.86,0,0,3,Baseline
Peptide698,ErbB1-pY801,ABL2,2.23,0,5.34E-17,1,7.14,12,0,0,0,5,TXN
Peptide698-3,ErbB1-pY801,ABL2,0,-4.999978347,0.761654451,0.006451626,19.91,12,26.455,0,0,6,Baseline
Pep619,ErbB1-pY813,ABL2,99997.04,29156.58022,0.97274333,1.13E-07,35.65,12,0,0,0,3,Baseline
Pep413,ErbB1-pY827,ABL2,14.71,3.552881887,0.654240566,0.02896493,8.75,12,-15.485,0,0,1,Baseline
Pep413,ErbB1-pY827,ABL2,4379.367035,25627.79236,0.24318478,0.471182742,4.015,12,-15.125,0,0,2,Baseline
Pep413,ErbB1-pY827,ABL2,97459.66,95788.09537,0.630351655,0.027999897,20.54,12,0,0,0,3,Baseline
Pep459,ErbB1-pY869,ABL2,25.11,3154.35132,0.118646316,0.713430136,5.82,12,0,0,0,1,Baseline
Pep459,ErbB1-pY869,ABL2,97935.31165,111094.4576,0.411387878,0.183966737,6.575,12,0,0,0,2,Baseline
Pep459,ErbB1-pY869,ABL2,0,2095.014368,-0.219223353,0.542838648,7.07,12,29.595,-17.475,0,3,Baseline
Pep618,ErbB1-pY891,ABL2,97183.34,103787.8808,0.839963332,0.000627842,13.48,12,0,0,0,3,Baseline
Pep618,ErbB1-pY891,ABL2,99804.16,87133.5015,0.794838446,0.002005183,14.7,11,0,0,0,4,Baseline
Pep618,ErbB1-pY891,ABL2,97916.33,179692.2685,0.630411584,0.027980448,9.9,11,0,0,0,4,Baseline
Pep415,ErbB1-pY900,ABL2,60.69,6.462091694,0.915991838,2.86E-05,27.78,12,0,0,0,1,Baseline
Pep415,ErbB1-pY900,ABL2,98633.33641,54678.76327,0.545845415,0.082386832,13.165,12,-12.995,0,0,2,Baseline
Pep415,ErbB1-pY900,ABL2,99951.57,36470.31734,0.919831901,2.28E-05,31.27,12,0,0,0,3,Baseline
Pep415,ErbB1-pY900,ABL2,99990.09,34829.95159,0.908704616,4.28E-05,32.51,11,0,0,0,4,Baseline
Pep415,ErbB1-pY900,ABL2,98642.6,45414.19729,0.948275957,2.67E-06,19.54,11,0,0,0,4,Baseline
Peptide415-3,ErbB1-pY900,ABL2,0,143.7505816,-0.450779538,0.141361758,2.57,12,0,0,0,6,Baseline
Peptide415_1-3,ErbB1-pY900,ABL2,0,182.1368158,-0.426745299,0.190550735,8.3,12,-34.38223571,0,0,6,TXN
Pep460,ErbB1-pY915,ABL2,4.52,0.009522214,0.231877063,0.492666437,10.36,12,-12.705,0,0,1,Baseline
Pep460,ErbB1-pY915,ABL2,4.87E-07,245.8783161,0.30781992,0.357113846,3.835,12,-15.725,0,0,2,Baseline
Pep460,ErbB1-pY915,ABL2,746.68,330.3432344,0.910488106,3.89E-05,22,12,0,0,0,3,Baseline
Pep460,ErbB1-pY915,ABL2,99937.23,52860.47866,0.925037262,1.64E-05,19.5,11,0,0,0,4,Baseline
Pep460,ErbB1-pY915,ABL2,0,306.1573228,0.643567203,0.023942106,6.99,11,0,0,0,4,Baseline
Pep636,ErbB1-pY944,ABL2,99999.47,17272.25905,0.974784057,8.18E-06,64.08,12,-19.27,-20.55,-16.7,3,Baseline
Pep636,ErbB1-pY944,ABL2,100000,15440.29173,0.987847736,2.05E-09,60.25,11,0,0,0,4,Baseline
Pep636,ErbB1-pY944,ABL2,99835.21,22139.85207,0.956318543,1.16E-06,44.18,11,0,0,0,4,Baseline
Peptide636-3,ErbB1-pY944,ABL2,96.47,11.01543438,0.919550674,2.32E-05,47.76,12,0,0,0,6,TXN
Peptide699,ErbB1-pY978,ABL2,89715.44,289746.6987,0.882051376,0.000147018,5.81,12,0,0,0,5,Baseline
Pep502,ErbB1-pY998,ABL2,22463.18,12816.49648,0.51923404,0.083635921,9.32,12,0,0,0,1,Baseline
Pep502,ErbB1-pY998,ABL2,325.3246521,10386.09607,0.405587885,0.190843693,4.585,12,0,0,0,2,Baseline
Pep502,ErbB1-pY998,ABL2,99998.83,69277.14539,0.814306078,0.001261461,14.87,12,0,0,0,3,Baseline
Pep200,ErbB2-pY1005,ABL2,9.23,0.832914658,0.761581889,0.006459733,7.82,12,-17.515,0,0,1,Baseline
Pep200,ErbB2-pY1005,ABL2,0.003413152,706.785978,0.613616735,0.033822735,5.085,12,0,0,0,2,Baseline
Pep200,ErbB2-pY1005,ABL2,99693.83,67874.66525,0.797482611,0.001888247,20.75,12,0,0,0,3,Baseline
Pep475,ErbB2-pY1023,ABL2,99626.01,40976.72762,0.768841377,0.003473156,15.01,12,0,0,0,1,Baseline
Pep475,ErbB2-pY1023,ABL2,5.055695739,0.043873593,0.538601667,0.070806694,7,12,0,0,0,2,Baseline
Pep475,ErbB2-pY1023,ABL2,100000,61446.16213,0.575990984,0.049996076,24.94,12,0,0,0,3,Baseline
Pep475,ErbB2-pY1023,ABL2,0,145.3110037,0.331710865,0.318984021,0.1,11,-36.9,0,0,4,Baseline
Pep475,ErbB2-pY1023,ABL2,0,205.4208559,0.281756293,0.430300855,0.7,11,-30.68,-23.63,0,4,Baseline
Pep261,ErbB2-pY1112,ABL2,6.07,1.418026418,0.514012003,0.128543459,6.8,12,-20.275,-9.485,0,1,Baseline
Pep261,ErbB2-pY1112,ABL2,98300.43822,50949.42803,0.589811124,0.043532514,11.175,12,0,0,0,2,Baseline
Pep261,ErbB2-pY1112,ABL2,60729.63,372685.8475,0.38714706,0.213751171,6.06,12,0,0,0,3,Baseline
Peptide702,ErbB2-pY1112,ABL2,0,134.232338,-0.426609451,0.166660291,0.79,12,0,0,0,5,Baseline
Pep202,ErbB2-pY1127,ABL2,99998.14,17031.59563,0.932644756,2.84E-05,30.23,12,-11.48,0,0,1,Baseline
Pep202,ErbB2-pY1127,ABL2,99988.22152,28353.0411,0.920130766,5.99E-05,18.69,12,-18.82,0,0,2,Baseline
Pep202,ErbB2-pY1127,ABL2,99966.99,30448.15683,0.894855903,8.46E-05,37.18,12,0,0,0,3,Baseline
Pep202,ErbB2-pY1127,ABL2,142.29,22.68887066,0.881004987,0.000153376,42.93,12,0,0,0,3,Baseline
Pep441,ErbB2-pY1139,ABL2,351.63,52.64012798,0.951638397,1.92E-06,30.88,12,0,0,0,1,Baseline
Pep441,ErbB2-pY1139,ABL2,99745.90915,21099.54626,0.9178911,2.56E-05,22.41,12,0,0,0,2,Baseline
Pep611,ErbB2-pY1139,ABL2,97691.98,64783.01842,0.886532061,0.000122086,16.03,12,0,0,0,3,Baseline
Pep501,ErbB2-pY1139,ABL2,99852.61,28078.0704,0.853924148,0.00339013,34.16,11,-38.09,-23.29,-20.66,4,Baseline
Pep501,ErbB2-pY1139,ABL2,99990.35,28017.93594,0.9621596,2.21E-06,33.15,11,-32.72,0,0,4,Baseline
Peptide703,ErbB2-pY1139,ABL2,92.42,18.43282148,0.969676061,3.57E-06,32.29,12,74.34,52.18,0,5,Baseline
Pep193,ErbB2-pY1139-18mer,ABL2,99967.54,12673.1654,0.955857874,1.23E-06,40.36,12,0,0,0,1,Baseline
Pep193,ErbB2-pY1139-18mer,ABL2,99870.32039,17279.69084,0.9589323,8.59E-07,29.165,12,0,0,0,2,Baseline
Pep193,ErbB2-pY1139-18mer,ABL2,99999.9,27250.26643,0.973312106,1.02E-07,40.67,12,0,0,0,3,Baseline
Pep193,ErbB2-pY1139-18mer,ABL2,165.68,41.11746506,0.840045265,0.002350033,34.29,12,16.77,-18.14,0,3,Baseline
Peptide193-3,ErbB2-pY1139-18mer,ABL2,99999.5,20254.54468,0.980893384,1.94E-08,52.87,12,0,0,0,6,Baseline
Pep479,ErbB2-pY1196,ABL2,16.19,4.566803941,0.754960039,0.007231574,11.05,12,-9.42,0,0,1,Baseline
Pep479,ErbB2-pY1196,ABL2,96938.12491,105098.6012,0.647732546,0.022756758,5.31,12,0,0,0,2,Baseline
Pep479,ErbB2-pY1196,ABL2,29.13,7.587440954,0.707665063,0.010033962,17.55,12,0,0,0,3,Baseline
Pep480,ErbB2-pY1221,ABL2,92734.51,60252.5711,0.906938507,0.000116945,8.55,12,-9.985,0,0,1,Baseline
Pep480,ErbB2-pY1221,ABL2,98288.15684,71786.16318,0.769107136,0.005657947,9.87,12,-17.61,0,0,2,Baseline
Pep480,ErbB2-pY1221,ABL2,99770.43,43425.09593,0.830595733,0.000820624,22.98,12,0,0,0,3,Baseline
Pep481,ErbB2-pY1222,ABL2,99773.44,28814.40002,0.924120272,1.74E-05,18.53,12,0,0,0,1,Baseline
Pep481,ErbB2-pY1222,ABL2,99968.09984,37041.57019,0.814580877,0.00226279,17.69,12,-13.69,0,0,2,Baseline
Pep481,ErbB2-pY1222,ABL2,92941.65,29870.42714,0.925754952,1.57E-05,31.3,12,0,0,0,3,Baseline
Pep481,ErbB2-pY1222,ABL2,96770.97,127778.3666,0.658442309,0.01990545,16.65,11,0,0,0,4,Baseline
Pep481,ErbB2-pY1222,ABL2,62891.76,380578.4756,0.490457827,0.105474932,8.8,11,0,0,0,4,Baseline
Pep482,ErbB2-pY1248,ABL2,18.93,12.74057546,0.57959957,0.079066866,4.98,12,-11.47,-9.64,0,1,Baseline
Pep482,ErbB2-pY1248,ABL2,99229.82885,54232.23563,0.645166598,0.023481784,12.335,12,0,0,0,2,Baseline
Pep482,ErbB2-pY1248,ABL2,33.74,7.759460658,0.763612179,0.003847244,23.88,12,0,0,0,3,Baseline
Pep367,ErbB2-pY685,ABL2,105.5,11.38595528,0.973257796,1.03E-07,32.17,12,0,0,0,1,Baseline
Pep367,ErbB2-pY685,ABL2,99957.01219,26170.62171,0.869503531,0.000238435,20.51,12,0,0,0,2,Baseline
Pep367,ErbB2-pY685,ABL2,0,185.2299844,0.260559459,0.413390308,2.67,12,0,0,0,3,Baseline
Pep258,ErbB2-pY735,ABL2,640.71,256.6798489,0.857499775,0.000738816,11.96,12,-11.35,0,0,1,Baseline
Pep258,ErbB2-pY735,ABL2,2.41E-08,135.2934586,0.502033456,0.168459514,-0.975,12,-17.005,-14.965,-13.245,2,Baseline
Pep258,ErbB2-pY735,ABL2,98976.07,219705.9354,0.552492206,0.062485878,10.67,12,0,0,0,3,Baseline
Pep258,ErbB2-pY735,ABL2,0,156.1726464,0.601508233,0.03854368,8.13,11,0,0,0,4,Baseline
Pep258,ErbB2-pY735,ABL2,45377.87,356608.0631,0.475463175,0.118230072,5.61,11,0,0,0,4,Baseline
Pep263,ErbB2-pY772,ABL2,29.02,4.132335245,0.805546872,0.002764225,16.52,12,-19.51,0,0,1,Baseline
Pep263,ErbB2-pY772,ABL2,96318.22386,52250.14666,0.688838998,0.013232248,11.3,12,0,0,0,2,Baseline
Pep263,ErbB2-pY772,ABL2,99996.22,28309.10069,0.883551695,0.000138264,39.88,12,0,0,0,3,Baseline
Pep198,ErbB2-pY781,ABL2,99944.67,41734.80164,0.676786402,0.022185773,14.54,12,-10.485,0,0,1,Baseline
Pep198,ErbB2-pY781,ABL2,17472.05076,25628.36804,0.061540175,0.865889538,8.325,12,-14.655,-12.995,0,2,Baseline
Pep198,ErbB2-pY781,ABL2,98081.52,37738.36749,0.834425352,0.000736972,26.9,12,0,0,0,3,Baseline
