45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,5,5,2.5,2.5,1.25,1.25,0.625,0.625,0.3125,0.3125,0.15625,0.15625,0.078125,0.078125,0.0390625,0.0390625,0.01953125,0.01953125,0.009765625,0.009765625,0.004882813,0.004882813,,,,,,,,,,,,,,,,,,,,,,,,,
144.15,187.81,188.62,186.56,178.28,183.17,181.98,183.12,183.51,179.46,177.76,182.22,179.13,182.57,180.23,182.79,181.96,190.42,184.9,187.18,180.8,183.38,175.08,184.66,,Peptide657-1,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
263.84,182.56,238.67,182.52,172.9,180.55,169.88,176.64,172.28,178.99,164.89,177.52,198.8,181.81,201.81,173.44,195.17,184.08,196.1,181.19,195.13,187.82,190.1,181.75,,Peptide657-1,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
194.48,166.47,190.46,162.67,178.22,177.14,185.27,189.97,177.92,182.2,172.97,183.02,190.89,185.24,180.23,192.5,186.06,182.12,190.1,186.78,183.82,186.66,185.41,188.06,,Peptide657-1,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
201.23,176.29,200.3,180.23,195.18,177.18,148.23,181.96,198.21,183.57,153.13,180.94,191.06,182.9,152.86,185.18,178.09,173.73,180.58,182.81,194.79,179.59,181.63,189.83,,Peptide657-1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
193.78,199.82,186.05,199.84,188.57,196.46,188.02,195.24,187.53,192.83,191.48,192.35,184.3,187.75,181.8,188.01,181.14,184.77,211.07,190.38,178.56,183.37,188,210.72,,Peptide657-1,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
188.3,172.18,159.46,185.63,163.39,178.28,194.97,182.72,158.14,181.42,167.79,178.77,151.87,187.69,167.43,180.64,171.93,177.17,191.55,181.53,195.08,189.65,191.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
153.78,201.44,202.46,188.81,191.26,187.17,201.88,185,189.78,190.71,194.28,185.81,195.57,187.35,193.99,183.43,203.35,188.02,188.7,181.03,189.17,189.3,189.74,193.04,,Peptide657-1,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
210.33,185.23,197.45,185.61,193.95,190.23,192.6,191.07,187.41,190.19,182.28,192.08,185.14,186.98,183.79,190.16,190.37,186.56,183.06,189.74,181.21,188.27,185.88,185.04,,Peptide657-1,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
152.79,180.18,152.26,180.55,186.83,181.18,162.01,185.83,193.6,163.56,161.29,179.29,166.05,180.42,193.76,190.71,195.1,189.99,194.12,183.72,181.74,186.38,180.92,183.11,,Peptide657-1,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
178.75,184.53,181.88,195.49,186.08,188.87,184.59,185.22,178.65,186.74,185.05,188.02,181.59,183.96,183.37,185.36,184.14,177.59,183.97,182.01,175.49,181.85,178.75,188.06,,Peptide657-1,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
150.02,210.39,193.71,204.65,199.05,179.48,193.81,190.35,190.19,168.26,184.46,182.15,193.11,197.67,193.62,181.79,189.06,179.43,188.86,179.4,184.56,184.68,185.39,186.12,,Peptide657-1,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
184.91,196.3,182.2,188.4,181.94,186.07,177,183.03,185.79,181.83,187.12,183.72,171.88,185.42,184.57,183.93,180.13,181.1,185.45,183.54,184.23,177.81,181.76,189.84,,Peptide657-1,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
154.36,199.9,171.36,191.98,194.7,182.78,184.02,185.21,177.39,187.8,190.43,175.69,185.59,180.75,184.71,181.3,189.14,182.51,192,175.65,191.71,183.39,188.55,184.24,,Peptide657-1,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
186.78,184.05,188.98,182.42,184.49,180.17,184.01,174.76,186.99,185.28,174.96,170.76,181.81,186.99,184.85,182.89,179.91,182.11,177.28,182.29,182.7,180.99,190.82,185.16,,Peptide657-1,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
188.86,177.36,164,185.23,169.74,183.8,164.16,175.59,170.17,182.97,188.4,176.72,168.44,183.5,190.99,181.06,195.39,173.32,180.08,181.66,179.49,181.68,176.72,189.12,,Peptide657-1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
194.85,214.01,190.22,204.58,178.24,182.01,174.84,186.73,187.49,180.68,176.01,181.78,168.2,184.81,184.46,186.36,179.1,185.93,184.49,181.16,183.76,175.16,181.09,184.54,,Peptide657-1,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
190.96,165.92,161.12,183.64,161.6,178.8,189.56,177.7,162.72,183.51,166.49,181.55,169.32,179.05,165.96,187.2,163.79,190.14,185.31,182.19,192.96,179.73,186.09,176.82,,Peptide657-1,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
166.53,188.36,181.83,187.88,175.5,181.66,180.43,186.02,186.75,184.3,181.85,183.59,179.33,181.22,181.67,185.45,180.4,184.05,182.78,181.23,181.78,177.81,169.86,185.04,,Peptide657-1,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
257.25,182.28,240.1,183.18,166.13,178.76,171.89,174.84,170.58,177.79,166.1,179.92,196.13,175.08,193.41,175.66,190.1,182.93,193.91,181.85,192.17,180.34,188.83,187.63,,Peptide657-1,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
194.83,165.88,187.91,176.62,183.13,178.63,184.16,190.81,184.54,180.8,168.13,180.18,185.74,189.01,175.03,181.81,185.48,183.63,182.46,183.79,187.08,183.07,185.08,183.42,,Peptide657-1,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
198.85,182.69,195.53,178.47,198.48,183.25,157.06,185.58,196.02,186.99,152.8,183.45,191.1,178.68,165.96,186.06,179.39,162.46,177.4,183.52,190,176.69,178.24,202.41,,Peptide657-1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
189.93,210.37,190.07,202.31,183.7,199.16,189.04,197.27,180.66,186.56,188.74,190.46,186.15,188.29,182.46,186.9,180.36,184.1,212.14,179.58,182.43,185.85,180.29,191.83,,Peptide657-1,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
190.96,165.92,161.12,183.64,161.6,178.8,189.56,177.7,162.72,183.51,166.49,181.55,169.32,179.05,165.96,187.2,163.79,190.14,185.31,182.19,192.96,179.73,186.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261.16,210.9,187.89,219.9,222.14,217.41,228.08,217.93,208.37,213,206.94,210.47,212.22,212.07,185.31,182.59,205.2,211.94,211.58,189.3,205.98,208.24,202.73,211.67,,Peptide658-1,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221.87,226.76,206.33,231.05,212.76,229.3,218.99,222.61,208.66,222.02,204.48,213.13,209.85,218.05,208.24,172.57,209.85,206.17,206.53,205.99,204.51,212.49,210.03,206.49,,Peptide658-1,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
224.1,210.86,212.25,190.41,215.94,215.7,215.29,215.38,213.71,219.69,211.85,193.22,209.69,203.69,212.83,206.53,211.41,204.76,211.67,196.42,206.22,200.57,205.15,204.24,,Peptide658-1,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
207.72,206.41,212.71,211.17,222.71,223.3,219.65,223.64,215.26,210.91,212.82,209.32,213.94,206.55,206.63,212.06,207.43,200.64,202.55,204.05,203.37,203.54,207.15,203.42,,Peptide658-1,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
247.32,215.33,214.38,175.09,211.82,211.46,208.64,210.94,175.19,180.86,211.7,210.04,210.25,203.28,209.06,209.66,211.35,201.75,201.74,195.81,203.35,192.63,204.96,184.27,,Peptide658-1,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
210.06,262.94,199.92,248.2,197.99,232.09,210.06,225.36,215.82,218.22,209.09,212.81,208.2,200.39,204.92,208.02,205.56,204.82,197.29,197.64,208.06,198.97,198.43,189.37,,Peptide658-1,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
227.85,304.23,215.88,255.57,204.52,246.82,212.21,255.18,206.85,234.2,215.74,219.02,178.34,209.94,210.87,208.44,207.98,191.37,206.79,195.04,209.02,204.74,207.52,201.9,,Peptide658-1,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
218.6,201.68,219.14,203.98,210.67,212.61,207.6,213.37,217.43,218.44,191.32,206.82,205.88,202.83,188.25,209.06,204.12,198.74,202.44,208.69,201.86,205.67,207.12,208.95,,Peptide658-1,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
209.64,212.52,225.21,209.39,178.23,207.59,206.98,203.47,191.95,205.03,210.71,205.72,209.47,191.75,213.31,201.55,209.03,197.94,209.47,197.24,211.99,195.46,204.59,203.74,,Peptide658-1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
279.08,228.27,277.57,232.7,258.85,229.29,250.38,214.5,235.53,205.19,219.3,205.1,196.93,202.53,213.54,200.43,206.91,205.87,203.93,206.49,201.56,199.05,200.07,214.9,,Peptide658-1,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
255.27,207.43,232.13,211.56,220.3,224.62,216.49,223.73,211.07,207.5,210.19,199.81,211.11,208.29,211.54,199.97,206.47,197.87,209.4,205.64,212.23,203.73,209.21,206.43,,Peptide658-1,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
218.49,214.14,204.78,204.72,193.83,201.89,219.25,207.7,214.07,207.44,203.69,207.63,211.38,201.46,207.94,204.23,204.57,209.17,205.24,198.29,204.45,200.04,200.96,202.6,,Peptide658-1,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
278.58,221,241.59,208.07,215.22,205.9,218.25,206.28,213.97,208.47,209.43,206.02,205.3,202.5,218.61,185.22,211.59,196.4,206.68,207.82,203.62,192.8,205,197.84,,Peptide658-1,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
236.91,206.9,219.12,202.43,221.19,203.09,213.71,210.46,208.21,203.65,202.88,201.4,206.17,205.35,204.7,204.91,208.38,206.69,202.77,195.34,194.37,199.56,200.69,211.56,,Peptide658-1,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
226.44,208.23,224.72,206.28,219.66,201.03,220.57,197.54,208.77,209.45,215.26,213.1,203.5,207.68,208.09,214.98,210.25,207.4,214.98,196.32,207.08,191.65,219.15,213.07,,Peptide658-1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
224.98,231.96,214.96,223.52,206.32,217.84,203.11,209.01,213.01,191.05,219.49,205.66,213.69,214.23,211.39,200.47,212.37,186.29,205.42,205.17,198.12,194.99,216.4,211.57,,Peptide658-1,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
255.27,207.43,232.13,211.56,220.3,224.62,216.49,223.73,211.07,207.5,210.19,199.81,211.11,208.29,211.54,199.97,206.47,197.87,209.4,205.64,212.23,203.73,209.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
233.66,189,177.69,202.08,187.91,209.79,213.46,213.02,180.47,201.62,202.41,201.14,206.81,195.57,203.83,198.6,177.02,178.68,205.44,187.23,202.33,192.23,204.51,199,,Peptide659-1,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
208.81,210.01,193.61,218.27,206.69,217.6,206.9,213.36,209.73,208.18,197.98,196.58,200.57,208.61,206.72,200.71,200.52,196.25,194.43,193.93,196.02,199.62,200.89,196.44,,Peptide659-1,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
212.57,197.47,201.2,199.91,202.73,197.63,201.57,200.33,200.62,214.68,209.23,187.44,200.64,204.1,208.64,205.39,203,193.28,204.17,188.13,194.04,193.41,200.21,198.65,,Peptide659-1,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
205.18,200.57,204.62,199.45,215.66,207.46,206.79,211.52,200.51,205.89,203.58,198.78,199.81,200.34,201.24,195.72,199.53,199.69,196.98,195.45,193.13,196.07,196.5,198.08,,Peptide659-1,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
212.21,199.98,199.77,202.52,207.23,211.7,197.66,177.54,199.95,192.5,199.17,192.37,201.51,195.17,199.94,196.09,200.1,184.5,201.82,182.61,197.14,189.76,195.78,197.29,,Peptide659-1,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
206.57,250.95,196.81,223.06,196.98,230.37,210.08,214.77,201.5,204.87,199.09,205.39,191.11,199.83,200.06,200.66,200.16,199.59,196.41,197.94,192.96,192.44,195.8,199.05,,Peptide659-1,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
